timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1540302524630,330,Home Page,200,OK,Scenario 1 1-1,text,false,Test failed: text expected to contain /<h1>Example Domain</h1>/,33547,1006,5,5,https://www.zara.com/,35,0,16
1540302524630,35,Home Page-0,301,Moved Permanently,Scenario 1 1-1,,true,,143,334,5,5,http://zara.com/,35,0,16
1540302524665,109,Home Page-1,302,Moved Temporarily,Scenario 1 1-1,,true,,147,334,5,5,https://zara.com/,109,0,80
1540302524774,186,Home Page-2,200,OK,Scenario 1 1-1,text,true,,33257,338,5,5,https://www.zara.com/,150,0,101
1540302524834,329,Home Page,200,OK,Scenario 1 1-2,text,false,Test failed: text expected to contain /<h1>Example Domain</h1>/,33547,1006,5,5,https://www.zara.com/,65,0,32
1540302524834,65,Home Page-0,301,Moved Permanently,Scenario 1 1-2,,true,,143,334,5,5,http://zara.com/,65,0,32
1540302524899,88,Home Page-1,302,Moved Temporarily,Scenario 1 1-2,,true,,147,334,5,5,https://zara.com/,88,0,68
1540302524987,176,Home Page-2,200,OK,Scenario 1 1-2,text,true,,33257,338,5,5,https://www.zara.com/,149,0,93
1540302525731,219,Page Returning 404,404,Not Found,Scenario 1 1-5,text,true,,10794,680,5,5,http://www.zara.com/test,68,0,0
1540302525731,68,Page Returning 404-0,302,Moved Temporarily,Scenario 1 1-5,,true,,150,338,5,5,http://zara.com/test,68,0,0
1540302525799,151,Page Returning 404-1,404,Not Found,Scenario 1 1-5,text,false,,10644,342,5,5,http://www.zara.com/test,145,0,38
1540302525873,159,Page Returning 404,404,Not Found,Scenario 1 1-4,text,true,,10795,680,5,5,http://www.zara.com/test,22,0,0
1540302525873,22,Page Returning 404-0,302,Moved Temporarily,Scenario 1 1-4,,true,,150,338,5,5,http://zara.com/test,22,0,0
1540302525896,136,Page Returning 404-1,404,Not Found,Scenario 1 1-4,text,false,,10645,342,5,5,http://www.zara.com/test,134,0,25
1540302525830,343,Page Returning 404,404,Not Found,Scenario 1 1-3,text,true,,10796,680,5,5,http://www.zara.com/test,45,0,0
